customer_id,campaign_id,amount,sale_date
1844,3,140,2025-01-12
1844,1,140,2025-01-12
1844,14,200,2025-01-12
1844,16,80,2025-01-12
3758,10,200,2024-11-22
3758,3,140,2024-11-22
3758,10,80,2024-11-22
3758,4,120,2024-11-22
3355,16,60,2025-06-22
3355,15,140,2025-06-22
3321,12,20,2023-11-30
3321,12,20,2023-11-30
3321,2,120,2023-11-30
2099,3,80,2024-03-15
3868,3,80,2024-10-10
3868,7,20,2024-10-10
3868,4,160,2024-10-10
3868,1,100,2024-10-10
2160,9,60,2024-05-09
2160,18,180,2024-05-09
2160,14,40,2024-05-09
2160,6,200,2024-05-09
2160,4,180,2024-05-09
1342,11,100,2025-09-18
1342,7,160,2025-09-18
1342,15,200,2025-09-18
1342,7,40,2025-09-18
1342,12,160,2025-09-18
430,18,140,2023-12-10
1712,5,200,2023-12-14
1712,17,200,2023-12-14
675,11,100,2025-07-29
254,17,20,2024-08-06
4740,7,160,2024-12-15
1331,14,200,2025-09-29
1331,20,180,2025-09-29
1331,13,160,2025-09-29
4308,5,100,2025-07-17
4308,11,60,2025-07-17
2868,1,100,2023-11-20
2868,2,180,2023-11-20
2868,18,40,2023-11-20
2868,2,40,2023-11-20
3887,3,140,2023-12-23
3887,6,180,2023-12-23
4805,7,60,2025-08-26
4805,12,100,2025-08-26
4805,10,180,2025-08-26
4805,19,80,2025-08-26
2030,19,200,2025-04-10
2030,7,40,2025-04-10
3264,17,200,2024-10-30
3264,14,60,2024-10-30
3125,20,140,2025-06-06
3125,2,140,2025-06-06
287,12,200,2023-10-27
287,10,80,2023-10-27
287,11,180,2023-10-27
4819,5,120,2024-11-23
4819,9,160,2024-11-23
4819,14,80,2024-11-23
4819,16,20,2024-11-23
332,14,120,2023-11-14
332,5,40,2023-11-14
332,12,20,2023-11-14
2555,12,160,2024-01-20
2555,14,40,2024-01-20
2555,9,60,2024-01-20
2555,15,60,2024-01-20
3721,19,200,2024-10-05
4520,4,80,2025-04-26
4520,16,100,2025-04-26
4520,11,200,2025-04-26
4520,9,140,2025-04-26
2093,9,20,2025-06-02
2093,14,160,2025-06-02
2093,17,80,2025-06-02
2093,1,80,2025-06-02
2130,9,200,2025-04-26
2130,12,80,2025-04-26
2130,2,120,2025-04-26
4700,16,120,2024-04-11
4700,15,140,2024-04-11
4700,10,200,2024-04-11
4700,3,80,2024-04-11
4700,19,40,2024-04-11
3167,12,20,2024-01-22
3167,17,200,2024-01-22
3167,1,40,2024-01-22
3167,16,40,2024-01-22
3167,20,60,2024-01-22
1877,20,80,2025-03-08
1877,7,200,2025-03-08
1877,14,100,2025-03-08
1877,8,80,2025-03-08
3451,4,80,2024-04-30
4873,13,200,2025-08-23
4873,5,120,2025-08-23
4873,20,160,2025-08-23
4873,18,160,2025-08-23
1165,11,120,2024-06-03
1165,10,20,2024-06-03
1165,7,140,2024-06-03
1165,19,100,2024-06-03
4872,2,180,2024-06-24
4872,19,200,2024-06-24
662,11,20,2025-08-29
662,18,160,2025-08-29
662,10,100,2025-08-29
662,3,140,2025-08-29
662,2,60,2025-08-29
2071,5,200,2025-03-18
2071,17,60,2025-03-18
2071,19,180,2025-03-18
3921,6,40,2025-03-15
3921,1,140,2025-03-15
1593,7,20,2024-07-04
1593,11,180,2024-07-04
1593,11,140,2024-07-04
3489,13,120,2024-01-24
3489,6,120,2024-01-24
3489,17,120,2024-01-24
758,6,100,2024-04-08
2211,13,100,2024-08-03
625,7,180,2025-09-01
625,16,20,2025-09-01
625,13,180,2025-09-01
625,19,80,2025-09-01
625,15,120,2025-09-01
4716,14,40,2025-05-21
1862,12,200,2024-08-19
1862,12,80,2024-08-19
1862,1,160,2024-08-19
1862,11,180,2024-08-19
331,20,160,2025-07-17
331,12,40,2025-07-17
331,20,200,2025-07-17
109,3,40,2025-06-28
109,15,80,2025-06-28
1890,6,160,2024-07-30
1890,16,120,2024-07-30
1890,3,160,2024-07-30
4512,9,160,2024-08-11
4512,19,80,2024-08-11
4512,15,200,2024-08-11
4512,2,120,2024-08-11
1818,9,200,2025-06-19
1818,10,140,2025-06-19
1818,12,100,2025-06-19
1818,14,140,2025-06-19
2925,11,180,2024-04-21
2925,15,80,2024-04-21
2925,7,180,2024-04-21
2925,20,20,2024-04-21
2925,17,20,2024-04-21
2281,18,200,2023-11-04
2281,11,180,2023-11-04
2281,2,40,2023-11-04
2281,4,140,2023-11-04
3467,8,160,2024-02-21
3467,4,100,2024-02-21
3467,3,180,2024-02-21
3467,8,60,2024-02-21
4960,8,160,2024-05-25
4960,10,120,2024-05-25
1146,2,80,2024-05-31
2484,12,160,2024-10-30
2484,13,20,2024-10-30
2484,12,140,2024-10-30
2484,19,200,2024-10-30
2812,5,80,2025-04-18
2812,20,160,2025-04-18
2812,19,60,2025-04-18
3973,15,200,2024-08-20
3973,8,100,2024-08-20
1076,2,180,2025-08-16
1076,20,40,2025-08-16
2712,6,20,2025-09-13
1000,13,100,2024-12-09
1000,15,120,2024-12-09
1000,10,180,2024-12-09
4802,16,180,2025-08-25
4802,15,40,2025-08-25
4802,8,100,2025-08-25
4802,12,120,2025-08-25
4795,15,120,2024-04-24
4795,15,160,2024-04-24
4795,7,120,2024-04-24
4795,13,100,2024-04-24
1760,5,40,2025-05-23
2176,9,120,2024-01-26
2176,17,200,2024-01-26
2176,4,180,2024-01-26
2176,18,180,2024-01-26
3716,4,140,2025-08-25
3716,9,60,2025-08-25
3716,3,100,2025-08-25
3716,5,20,2025-08-25
3716,3,20,2025-08-25
502,10,120,2025-09-01
502,17,60,2025-09-01
502,19,120,2025-09-01
4863,10,40,2025-07-21
469,11,180,2025-08-10
469,2,20,2025-08-10
469,4,80,2025-08-10
1477,18,80,2024-06-12
765,20,40,2025-02-21
765,14,20,2025-02-21
2027,3,60,2023-10-31
2027,5,160,2023-10-31
2648,14,140,2024-12-15
2648,8,140,2024-12-15
4926,6,80,2024-03-01
4926,19,40,2024-03-01
4926,7,20,2024-03-01
2565,15,80,2024-03-19
2565,13,100,2024-03-19
2565,7,40,2024-03-19
2565,6,40,2024-03-19
2565,4,40,2024-03-19
3914,17,180,2024-09-24
62,10,200,2024-06-05
62,12,180,2024-06-05
2859,1,40,2025-10-14
2859,10,60,2025-10-14
1367,18,60,2024-11-16
1367,11,80,2024-11-16
1708,9,180,2024-01-14
1708,16,40,2024-01-14
2401,10,100,2025-09-03
2401,12,100,2025-09-03
2401,11,20,2025-09-03
2401,6,140,2025-09-03
2401,15,120,2025-09-03
976,13,80,2025-09-04
976,1,100,2025-09-04
615,16,200,2025-04-04
615,20,180,2025-04-04
615,14,160,2025-04-04
615,6,160,2025-04-04
4012,4,20,2024-04-13
610,7,100,2024-10-16
610,8,140,2024-10-16
610,11,160,2024-10-16
610,12,20,2024-10-16
202,18,160,2024-11-26
202,8,180,2024-11-26
4631,9,180,2025-03-11
4631,19,100,2025-03-11
996,8,140,2023-12-19
3494,4,20,2024-08-28
3494,7,140,2024-08-28
3494,17,200,2024-08-28
3494,8,60,2024-08-28
3494,10,120,2024-08-28
1901,15,100,2024-08-31
1901,18,100,2024-08-31
232,2,20,2024-07-24
232,20,200,2024-07-24
627,14,20,2024-06-09
627,12,200,2024-06-09
627,5,120,2024-06-09
3664,13,40,2024-05-06
3664,13,200,2024-05-06
3664,1,180,2024-05-06
3664,3,60,2024-05-06
3664,18,140,2024-05-06
4530,4,40,2024-07-07
55,12,160,2025-09-10
55,4,180,2025-09-10
55,4,120,2025-09-10
1547,15,180,2024-04-04
4882,2,80,2024-08-19
4882,10,80,2024-08-19
4882,18,140,2024-08-19
4882,15,140,2024-08-19
4882,15,120,2024-08-19
341,15,80,2024-03-14
341,8,120,2024-03-14
4142,16,180,2025-07-17
4142,8,180,2025-07-17
4142,10,60,2025-07-17
1473,8,200,2024-07-20
2202,3,140,2025-07-20
2202,19,80,2025-07-20
2202,20,20,2025-07-20
2202,10,20,2025-07-20
2202,12,40,2025-07-20
4889,2,120,2025-01-28
865,12,180,2023-10-30
60,18,200,2024-02-22
60,1,140,2024-02-22
60,20,100,2024-02-22
60,20,60,2024-02-22
60,1,140,2024-02-22
2212,5,140,2024-07-25
2212,12,60,2024-07-25
2212,9,200,2024-07-25
2212,5,20,2024-07-25
2212,4,40,2024-07-25
3413,3,60,2023-10-17
3413,12,160,2023-10-17
3413,9,100,2023-10-17
140,16,60,2025-01-09
140,17,200,2025-01-09
4157,17,200,2025-01-09
4157,5,180,2025-01-09
4157,19,160,2025-01-09
4157,11,160,2025-01-09
4157,7,140,2025-01-09
2385,6,160,2023-11-15
2385,5,40,2023-11-15
2385,11,120,2023-11-15
4545,13,100,2024-11-05
4545,11,140,2024-11-05
1884,11,60,2023-12-11
4934,8,120,2025-08-13
1115,9,140,2025-05-25
1115,16,160,2025-05-25
1115,13,140,2025-05-25
1515,13,140,2024-09-30
1515,10,120,2024-09-30
1515,4,80,2024-09-30
1515,16,160,2024-09-30
27,5,120,2025-02-02
27,12,140,2025-02-02
27,12,120,2025-02-02
27,2,60,2025-02-02
1519,19,80,2025-03-12
1519,15,120,2025-03-12
1519,16,140,2025-03-12
1519,18,40,2025-03-12
1519,14,140,2025-03-12
489,8,40,2024-10-30
489,10,60,2024-10-30
3416,10,40,2025-06-05
3416,19,100,2025-06-05
3416,14,200,2025-06-05
1433,5,80,2024-12-08
1433,1,100,2024-12-08
1433,9,180,2024-12-08
611,12,80,2025-10-07
611,1,140,2025-10-07
611,14,20,2025-10-07
611,4,120,2025-10-07
611,12,180,2025-10-07
3300,8,120,2025-05-20
3300,7,200,2025-05-20
1001,6,100,2023-11-11
254,7,140,2025-02-05
254,1,180,2025-02-05
254,1,40,2025-02-05
254,1,100,2025-02-05
3768,3,80,2024-01-17
2538,17,60,2024-09-27
2538,6,80,2024-09-27
2538,17,120,2024-09-27
2762,10,180,2024-12-30
4495,17,80,2024-02-20
4495,19,140,2024-02-20
4495,8,40,2024-02-20
4495,10,140,2024-02-20
1568,8,60,2025-09-04
1568,4,160,2025-09-04
2861,8,40,2024-10-08
4815,5,40,2024-09-22
4026,19,160,2025-01-15
4026,6,40,2025-01-15
4026,14,20,2025-01-15
4026,7,200,2025-01-15
4026,6,20,2025-01-15
1083,8,140,2024-03-23
1083,2,140,2024-03-23
1083,11,180,2024-03-23
3153,2,140,2025-04-10
3153,7,200,2025-04-10
3153,6,200,2025-04-10
3153,10,120,2025-04-10
2793,20,20,2024-12-26
2793,19,180,2024-12-26
1975,15,100,2024-10-05
1975,18,140,2024-10-05
4700,9,80,2023-12-20
4700,6,60,2023-12-20
4700,8,120,2023-12-20
4700,5,200,2023-12-20
3920,13,20,2025-08-20
3920,20,140,2025-08-20
3920,2,180,2025-08-20
3920,7,100,2025-08-20
3920,13,140,2025-08-20
768,1,200,2024-04-05
768,3,40,2024-04-05
768,2,80,2024-04-05
4374,19,160,2024-12-05
4006,13,60,2023-10-22
3657,8,20,2024-04-22
3657,6,120,2024-04-22
3657,8,160,2024-04-22
3657,2,120,2024-04-22
3657,16,160,2024-04-22
1020,10,120,2025-08-19
1020,19,120,2025-08-19
1020,17,180,2025-08-19
1020,8,100,2025-08-19
1020,11,40,2025-08-19
1382,10,40,2025-02-05
3726,4,20,2024-02-01
3726,20,120,2024-02-01
3726,17,60,2024-02-01
3726,8,180,2024-02-01
2660,13,20,2025-06-09
2660,15,180,2025-06-09
2660,19,20,2025-06-09
2660,6,60,2025-06-09
2660,9,40,2025-06-09
3746,18,200,2024-04-03
3746,20,80,2024-04-03
1404,15,100,2025-07-31
1404,5,80,2025-07-31
1404,4,60,2025-07-31
1404,12,60,2025-07-31
1404,18,140,2025-07-31
470,10,180,2024-04-22
470,5,40,2024-04-22
3542,8,40,2025-06-23
3542,6,80,2025-06-23
1929,15,140,2024-02-28
796,8,200,2024-05-07
796,12,160,2024-05-07
796,3,60,2024-05-07
796,8,200,2024-05-07
3825,3,20,2025-04-12
3825,8,160,2025-04-12
3825,2,120,2025-04-12
3825,2,180,2025-04-12
3825,20,120,2025-04-12
549,5,160,2024-12-28
3219,13,60,2025-03-18
3219,2,140,2025-03-18
3219,4,100,2025-03-18
3219,6,120,2025-03-18
3219,16,180,2025-03-18
2444,5,20,2023-12-15
2444,20,20,2023-12-15
2444,10,140,2023-12-15
2444,16,40,2023-12-15
2444,14,120,2023-12-15
1489,5,60,2024-05-24
1489,5,60,2024-05-24
4515,8,20,2024-12-05
4515,8,20,2024-12-05
4515,12,60,2024-12-05
4515,16,80,2024-12-05
4515,11,180,2024-12-05
4587,13,100,2025-02-07
4587,1,200,2025-02-07
4587,14,180,2025-02-07
4587,11,120,2025-02-07
1575,18,180,2024-02-25
1575,1,120,2024-02-25
1575,13,20,2024-02-25
1575,1,140,2024-02-25
566,5,180,2024-04-18
566,17,20,2024-04-18
3218,2,80,2024-08-04
3218,18,60,2024-08-04
3218,20,60,2024-08-04
3218,13,20,2024-08-04
4996,9,80,2025-08-27
4996,20,80,2025-08-27
4996,10,80,2025-08-27
4996,3,120,2025-08-27
4996,8,40,2025-08-27
1125,16,100,2024-09-16
1125,8,180,2024-09-16
1125,20,160,2024-09-16
1125,4,160,2024-09-16
1125,1,20,2024-09-16
1032,5,60,2025-02-13
1032,19,80,2025-02-13
1032,6,120,2025-02-13
1032,4,120,2025-02-13
872,15,200,2024-03-30
872,13,160,2024-03-30
872,2,120,2024-03-30
2970,1,60,2024-04-22
993,17,100,2024-02-09
2535,4,60,2023-12-20
2535,13,20,2023-12-20
2535,5,60,2023-12-20
820,10,20,2025-04-08
820,9,20,2025-04-08
2543,19,180,2024-05-09
2543,19,100,2024-05-09
2543,16,180,2024-05-09
900,10,140,2025-03-28
900,4,200,2025-03-28
900,4,180,2025-03-28
2508,5,140,2025-06-06
2508,17,40,2025-06-06
2508,20,160,2025-06-06
2508,10,120,2025-06-06
1367,10,160,2024-08-02
1367,19,140,2024-08-02
1367,14,20,2024-08-02
1367,14,20,2024-08-02
2972,2,120,2025-04-15
2972,4,180,2025-04-15
2972,12,200,2025-04-15
811,3,60,2025-03-18
811,1,180,2025-03-18
1404,9,60,2024-04-16
268,8,40,2025-09-24
268,19,40,2025-09-24
268,10,40,2025-09-24
268,9,100,2025-09-24
268,11,80,2025-09-24
4176,18,120,2023-11-18
4176,8,180,2023-11-18
3773,12,120,2025-06-17
3773,14,100,2025-06-17
3773,5,140,2025-06-17
1668,5,160,2024-09-08
1668,19,20,2024-09-08
1668,1,140,2024-09-08
1668,8,60,2024-09-08
960,9,160,2025-03-11
960,11,160,2025-03-11
960,15,80,2025-03-11
960,6,60,2025-03-11
118,9,200,2024-03-15
118,8,80,2024-03-15
1834,5,60,2025-04-03
1834,8,200,2025-04-03
4559,8,200,2025-07-22
4559,4,140,2025-07-22
4559,11,180,2025-07-22
3227,5,100,2023-11-11
3227,6,60,2023-11-11
2913,15,40,2024-06-13
2913,6,120,2024-06-13
2913,13,80,2024-06-13
4255,7,200,2025-06-20
4255,14,100,2025-06-20
4255,6,160,2025-06-20
4255,18,180,2025-06-20
744,19,160,2023-11-14
744,19,180,2023-11-14
434,19,20,2023-10-20
4099,17,200,2024-11-12
4099,7,180,2024-11-12
4099,3,180,2024-11-12
4099,16,160,2024-11-12
4099,20,80,2024-11-12
1132,13,20,2024-02-05
1132,8,40,2024-02-05
1132,8,60,2024-02-05
1132,18,80,2024-02-05
2834,10,80,2024-05-14
1151,10,40,2025-05-24
1366,8,40,2024-03-12
1366,8,140,2024-03-12
1366,13,140,2024-03-12
1366,18,120,2024-03-12
1366,12,80,2024-03-12
1112,5,80,2024-10-01
1112,10,200,2024-10-01
1112,11,140,2024-10-01
1112,9,180,2024-10-01
1112,2,200,2024-10-01
568,13,180,2023-12-09
568,1,160,2023-12-09
568,10,140,2023-12-09
1340,1,200,2023-11-13
2431,13,80,2024-05-16
1767,8,100,2024-09-18
1767,7,40,2024-09-18
1767,3,140,2024-09-18
1767,6,160,2024-09-18
292,6,180,2024-08-17
292,4,80,2024-08-17
292,14,80,2024-08-17
917,3,180,2024-03-11
917,10,20,2024-03-11
917,2,120,2024-03-11
3620,1,120,2024-05-20
3620,11,160,2024-05-20
3620,19,140,2024-05-20
3620,14,60,2024-05-20
3196,18,40,2024-02-25
3196,19,40,2024-02-25
3505,4,120,2025-05-22
3505,16,140,2025-05-22
3505,10,60,2025-05-22
3247,20,60,2024-08-21
1419,8,180,2024-08-26
1419,8,160,2024-08-26
1419,9,100,2024-08-26
1419,2,60,2024-08-26
1419,18,140,2024-08-26
4403,18,180,2024-06-05
4403,2,180,2024-06-05
4403,10,140,2024-06-05
4403,5,120,2024-06-05
4403,19,180,2024-06-05
264,5,20,2024-04-11
1372,8,160,2024-07-29
1372,12,200,2024-07-29
886,12,160,2024-08-11
886,19,120,2024-08-11
3157,20,180,2023-11-16
3157,15,160,2023-11-16
3157,11,200,2023-11-16
3157,14,200,2023-11-16
3157,2,40,2023-11-16
1234,8,180,2024-11-28
1234,4,200,2024-11-28
1611,10,180,2025-05-25
1611,15,120,2025-05-25
1853,17,120,2024-09-12
1853,15,20,2024-09-12
1853,18,60,2024-09-12
1853,1,200,2024-09-12
1853,2,180,2024-09-12
3793,2,80,2025-03-09
49,11,60,2025-03-01
49,15,80,2025-03-01
49,15,120,2025-03-01
49,12,20,2025-03-01
49,9,180,2025-03-01
3489,7,60,2025-08-20
3489,10,20,2025-08-20
3489,17,180,2025-08-20
3489,10,140,2025-08-20
3489,14,100,2025-08-20
2443,18,160,2024-12-04
2443,6,80,2024-12-04
2443,18,20,2024-12-04
2443,19,160,2024-12-04
2443,19,40,2024-12-04
4636,1,60,2025-03-03
4636,1,200,2025-03-03
4636,8,20,2025-03-03
4221,16,140,2024-06-20
4221,16,200,2024-06-20
2816,2,140,2024-04-01
2816,18,160,2024-04-01
2816,9,200,2024-04-01
3773,13,100,2025-07-10
149,13,100,2025-01-28
3968,18,20,2024-03-04
3968,18,20,2024-03-04
3968,20,80,2024-03-04
4203,14,120,2025-04-06
1771,8,80,2024-11-27
1771,17,120,2024-11-27
4215,9,20,2024-03-30
4215,14,60,2024-03-30
3401,3,40,2025-01-29
3401,9,20,2025-01-29
3401,3,100,2025-01-29
2700,19,200,2025-10-04
4851,17,120,2024-11-13
4851,3,140,2024-11-13
4851,11,60,2024-11-13
4447,1,80,2024-10-27
4447,6,40,2024-10-27
4943,5,100,2025-03-24
4943,20,200,2025-03-24
4943,4,120,2025-03-24
1343,9,20,2023-10-16
1343,17,60,2023-10-16
2242,5,80,2025-07-12
2242,8,80,2025-07-12
2242,5,100,2025-07-12
2242,20,40,2025-07-12
2242,3,40,2025-07-12
3550,17,100,2025-05-03
3550,1,200,2025-05-03
3550,13,180,2025-05-03
3550,8,80,2025-05-03
820,5,180,2024-12-08
820,8,160,2024-12-08
1545,8,40,2023-10-29
1545,4,120,2023-10-29
230,3,120,2025-10-02
230,13,100,2025-10-02
784,10,100,2024-11-04
784,4,200,2024-11-04
784,1,140,2024-11-04
2442,16,100,2025-01-20
2442,8,160,2025-01-20
2442,10,80,2025-01-20
2442,15,20,2025-01-20
2442,13,180,2025-01-20
4400,12,100,2025-01-14
4400,14,160,2025-01-14
4400,16,160,2025-01-14
3743,11,200,2024-11-02
3743,8,20,2024-11-02
3743,8,60,2024-11-02
3743,11,160,2024-11-02
3743,1,140,2024-11-02
772,8,160,2024-08-01
772,17,100,2024-08-01
772,13,40,2024-08-01
772,14,200,2024-08-01
1634,19,140,2024-07-14
1634,3,100,2024-07-14
1634,14,120,2024-07-14
1634,5,40,2024-07-14
3999,11,100,2024-01-09
3999,8,20,2024-01-09
301,2,80,2024-09-03
301,4,40,2024-09-03
148,20,80,2024-05-29
148,18,40,2024-05-29
148,20,120,2024-05-29
148,8,120,2024-05-29
2997,12,60,2025-01-28
2997,17,40,2025-01-28
2997,20,20,2025-01-28
2997,17,100,2025-01-28
807,12,20,2024-04-24
807,19,200,2024-04-24
807,1,180,2024-04-24
807,19,80,2024-04-24
807,9,20,2024-04-24
168,14,160,2025-09-16
3558,5,200,2025-02-08
3558,6,100,2025-02-08
3558,14,100,2025-02-08
3558,11,140,2025-02-08
3558,19,140,2025-02-08
2501,19,140,2024-12-19
3741,2,80,2025-06-27
3741,5,180,2025-06-27
3741,19,80,2025-06-27
1868,7,20,2024-09-13
1868,7,100,2024-09-13
1868,14,120,2024-09-13
1868,18,100,2024-09-13
1650,14,200,2025-05-02
1650,15,60,2025-05-02
1650,17,40,2025-05-02
4782,5,160,2023-11-16
4782,13,100,2023-11-16
93,8,40,2025-06-11
93,14,180,2025-06-11
4793,13,80,2023-10-31
4793,2,60,2023-10-31
2684,10,140,2025-06-10
2684,13,100,2025-06-10
2684,3,120,2025-06-10
2684,8,140,2025-06-10
838,4,60,2024-12-16
838,7,60,2024-12-16
838,13,100,2024-12-16
838,1,180,2024-12-16
838,15,180,2024-12-16
4616,20,180,2025-07-08
4616,15,40,2025-07-08
4616,4,60,2025-07-08
4616,15,180,2025-07-08
4616,20,120,2025-07-08
3370,13,80,2024-05-15
3370,4,60,2024-05-15
3370,12,160,2024-05-15
3370,16,140,2024-05-15
3370,8,160,2024-05-15
3091,15,80,2023-12-02
3091,12,200,2023-12-02
4988,12,140,2024-11-16
4988,7,80,2024-11-16
4988,18,20,2024-11-16
4988,2,20,2024-11-16
4919,3,160,2024-02-23
4919,6,120,2024-02-23
4919,1,60,2024-02-23
4919,11,40,2024-02-23
213,11,40,2025-01-22
213,3,180,2025-01-22
213,14,120,2025-01-22
2920,12,200,2025-02-04
2920,14,160,2025-02-04
2920,14,120,2025-02-04
2920,12,140,2025-02-04
2920,13,100,2025-02-04
2771,17,140,2025-06-09
2771,2,40,2025-06-09
2771,5,120,2025-06-09
3299,12,160,2024-03-08
3299,7,20,2024-03-08
3299,15,160,2024-03-08
1820,17,120,2025-06-25
1820,15,80,2025-06-25
1820,9,40,2025-06-25
3638,19,140,2025-06-13
3638,7,20,2025-06-13
392,19,200,2024-11-19
568,1,40,2024-10-27
568,2,80,2024-10-27
568,2,100,2024-10-27
568,13,80,2024-10-27
3107,14,180,2025-01-10
552,4,120,2025-07-23
552,12,180,2025-07-23
552,9,60,2025-07-23
552,20,20,2025-07-23
552,17,200,2025-07-23
1601,12,200,2024-12-16
1601,9,80,2024-12-16
1601,17,20,2024-12-16
1601,17,120,2024-12-16
1601,7,60,2024-12-16
3358,2,180,2024-09-30
3358,13,40,2024-09-30
3358,18,180,2024-09-30
4608,6,100,2023-12-23
4608,14,100,2023-12-23
3826,17,40,2024-09-28
3826,13,160,2024-09-28
3826,9,160,2024-09-28
3826,9,40,2024-09-28
3826,13,80,2024-09-28
1740,15,200,2023-11-12
1740,20,40,2023-11-12
1740,16,160,2023-11-12
2813,6,20,2025-08-31
2450,18,200,2025-03-15
2450,11,140,2025-03-15
2450,6,180,2025-03-15
2450,2,140,2025-03-15
2450,18,120,2025-03-15
5,6,200,2025-05-07
5,20,20,2025-05-07
3264,2,120,2024-03-20
3264,1,200,2024-03-20
4530,8,140,2023-11-10
4530,5,100,2023-11-10
4530,20,60,2023-11-10
4530,14,20,2023-11-10
4530,12,200,2023-11-10
518,10,160,2023-12-05
518,16,100,2023-12-05
518,3,80,2023-12-05
518,19,180,2023-12-05
518,16,40,2023-12-05
3442,12,40,2023-10-31
3442,5,120,2023-10-31
815,4,200,2025-01-17
815,7,120,2025-01-17
2774,15,140,2024-06-17
2774,13,200,2024-06-17
2774,6,160,2024-06-17
3493,1,140,2025-05-25
2672,19,200,2025-09-14
1240,9,100,2024-03-17
1723,18,120,2024-09-07
1213,13,20,2024-05-02
1213,6,180,2024-05-02
1213,6,20,2024-05-02
1213,3,160,2024-05-02
2706,13,40,2024-04-19
2706,17,60,2024-04-19
2706,15,120,2024-04-19
2706,7,120,2024-04-19
2706,18,80,2024-04-19
522,13,100,2024-03-31
522,1,160,2024-03-31
522,20,80,2024-03-31
522,17,60,2024-03-31
522,3,160,2024-03-31
1335,14,100,2025-06-14
1335,16,120,2025-06-14
1335,6,160,2025-06-14
764,5,140,2024-04-24
764,12,40,2024-04-24
764,13,20,2024-04-24
764,5,20,2024-04-24
3286,5,80,2024-11-08
3286,14,20,2024-11-08
3286,11,160,2024-11-08
1823,12,80,2024-03-02
2816,15,180,2024-12-09
2816,6,160,2024-12-09
2816,1,140,2024-12-09
2816,14,100,2024-12-09
2816,11,40,2024-12-09
3840,19,60,2024-07-04
3840,13,120,2024-07-04
3840,11,60,2024-07-04
3840,5,80,2024-07-04
3840,8,20,2024-07-04
2238,8,160,2025-05-22
3610,15,140,2024-02-23
3610,5,160,2024-02-23
3610,14,160,2024-02-23
3610,8,140,2024-02-23
3610,5,180,2024-02-23
1306,13,40,2025-07-09
1306,19,60,2025-07-09
1306,13,20,2025-07-09
1306,1,100,2025-07-09
1254,19,140,2025-01-31
1254,9,60,2025-01-31
1254,5,160,2025-01-31
1254,11,180,2025-01-31
1254,18,20,2025-01-31
2887,6,200,2024-05-04
2887,4,20,2024-05-04
2887,16,160,2024-05-04
2887,20,100,2024-05-04
2887,6,160,2024-05-04
2027,2,80,2025-06-09
2027,11,100,2025-06-09
2027,7,100,2025-06-09
2027,17,200,2025-06-09
447,12,200,2025-03-17
447,8,20,2025-03-17
447,20,160,2025-03-17
447,15,140,2025-03-17
4999,1,60,2023-12-03
4999,19,40,2023-12-03
1816,7,20,2025-05-31
1816,14,80,2025-05-31
2549,9,160,2025-08-16
2549,2,120,2025-08-16
2549,9,20,2025-08-16
2549,1,80,2025-08-16
2549,6,40,2025-08-16
2989,18,60,2024-01-09
2989,3,100,2024-01-09
744,19,140,2025-03-14
744,17,20,2025-03-14
744,11,140,2025-03-14
744,13,80,2025-03-14
3033,16,40,2025-08-08
3033,9,20,2025-08-08
3033,1,80,2025-08-08
3033,6,140,2025-08-08
3033,7,200,2025-08-08
1668,18,160,2025-02-18
1668,15,140,2025-02-18
1668,5,120,2025-02-18
1668,3,160,2025-02-18
1668,12,140,2025-02-18
41,8,40,2024-11-14
41,2,120,2024-11-14
41,17,140,2024-11-14
4124,9,60,2024-09-02
4124,3,20,2024-09-02
4124,16,200,2024-09-02
2027,8,180,2025-03-04
2027,9,80,2025-03-04
2027,7,80,2025-03-04
2027,7,40,2025-03-04
2027,3,140,2025-03-04
2257,9,60,2024-02-05
2257,14,80,2024-02-05
2257,14,60,2024-02-05
2257,1,20,2024-02-05
2257,11,120,2024-02-05
2049,11,60,2025-07-03
2049,2,40,2025-07-03
2049,19,40,2025-07-03
743,5,140,2024-10-10
425,3,160,2025-03-10
425,5,40,2025-03-10
425,2,100,2025-03-10
425,9,200,2025-03-10
425,14,180,2025-03-10
1388,11,160,2024-08-01
1388,8,200,2024-08-01
1388,20,200,2024-08-01
4889,8,60,2023-12-18
4889,8,160,2023-12-18
4889,5,160,2023-12-18
4889,13,200,2023-12-18
4889,1,100,2023-12-18
2957,18,80,2024-03-20
2957,5,180,2024-03-20
2957,15,40,2024-03-20
2957,7,60,2024-03-20
2957,20,20,2024-03-20
921,12,40,2025-06-14
2594,7,180,2024-04-02
2594,7,40,2024-04-02
2594,1,160,2024-04-02
2594,14,100,2024-04-02
4881,7,20,2024-11-29
4881,9,80,2024-11-29
4881,4,160,2024-11-29
3952,17,40,2024-11-11
3952,18,80,2024-11-11
1349,1,60,2025-05-06
1349,2,20,2025-05-06
1349,18,160,2025-05-06
1349,15,40,2025-05-06
1349,12,80,2025-05-06
4986,12,40,2024-10-13
3245,16,200,2024-12-19
3245,1,100,2024-12-19
3245,7,80,2024-12-19
3245,19,160,2024-12-19
3245,16,140,2024-12-19
1895,19,40,2024-03-23
1895,18,100,2024-03-23
3460,15,120,2023-10-28
3460,20,140,2023-10-28
3460,15,120,2023-10-28
3460,14,180,2023-10-28
